time,seconds_elapsed,bpm
1681249316724129300,4.87112939453125,97
1681249316724129300,4.87112939453125,97
1681249316724129300,4.87112939453125,97
1681249321724129300,9.87112939453125,98
1681249321724129300,9.87112939453125,98
1681249321724129300,9.87112939453125,98
1681249324724129300,12.87112939453125,98
1681249324724129300,12.87112939453125,98
1681249324724129300,12.87112939453125,98
1681249328724129300,16.87112939453125,102
1681249328724129300,16.87112939453125,102
1681249328724129300,16.87112939453125,102
1681249336724129300,24.87112939453125,107.00000000000001
1681249336724129300,24.87112939453125,107.00000000000001
1681249336724129300,24.87112939453125,107.00000000000001
1681249339724129300,27.87112939453125,107.00000000000001
1681249339724129300,27.87112939453125,107.00000000000001
1681249339724129300,27.87112939453125,107.00000000000001
1681249342724129300,30.87112939453125,110
1681249342724129300,30.87112939453125,110
1681249342724129300,30.87112939453125,110
1681249351724129300,39.87112939453125,119
1681249351724129300,39.87112939453125,119
1681249351724129300,39.87112939453125,119
1681249353724129300,41.87112939453125,120
1681249353724129300,41.87112939453125,120
1681249353724129300,41.87112939453125,120
1681249361724129300,49.87112939453125,126
1681249361724129300,49.87112939453125,126
1681249361724129300,49.87112939453125,126
1681249363724129300,51.87112939453125,127
1681249363724129300,51.87112939453125,127
1681249363724129300,51.87112939453125,127
